dataset,horizon,seed,mode,model_tag,experiment_type,mse_std,mse_real,rmse,mae,mae_std,cg_pearson_mean,cg_spearman_mean,cg_dcor_mean,cg_event_gain,cg_event_hit,cg_maxcorr,cg_bestlag,gc_kernel_tod_dcor,gc_feat_tod_dcor,gc_feat_tod_r2,gc_kernel_feat_dcor,gc_kernel_feat_align,w1_cka_similarity_cnn_gru,w1_layerwise_upward_improvement,w1_inter_path_gradient_align,cka_s,cka_m,cka_d,cka_diag_mean,cka_full_mean,grad_align_s,grad_align_m,grad_align_d,grad_align_mean
ETTm1,96,42,per_layer,HyperConv,W1,0.3283734023571014,7.911545753479004,2.812747011993614,1.5323652029037476,0.3187254342616848,0.0342843793332576,0.2404705137014389,0.119462939202661,1.1991661689974902,0.1516788563829787,0.6535743529639968,-0.4286901595744681,0.4218376675796172,0.4427006476054594,0.0205332553190948,0.999999999,0.999999999,0.0591542843888686,,0.0193181429058313,0.9925905299725352,0.9931303804247156,0.9564126312012,0.9789133252911484,0.9660061675624332,-0.0047438644043424,0.0023589403181046,0.0034288478732568,0.0007880993496135
ETTm1,96,42,last_layer,HyperConv,W1,0.3564493656158447,8.532306671142578,2.9210112411873013,1.6099567413330078,0.344373414982962,,,,,,,,,,,,,0.1386004195996344,,0.0082519305869936,0.9839193798644528,0.9774784641458908,0.956728831208014,0.9707138004760374,0.9694556982550993,-0.0034543752443263,0.0038813633321549,0.0093233352206766,0.0041177116910981
ETTm1,96,2,per_layer,HyperConv,W1,0.3273398876190185,7.881080627441406,2.807326241718516,1.5278563499450684,0.3181503933904582,-0.0222252588719129,0.0297346971929073,0.1811512012323216,1.0950183332501415,0.1774019281914893,0.6345323351897452,-0.979970079787234,0.8344285166397417,0.7000448674024955,0.01836321680301,0.999999999,0.999999999,0.1448946994710887,,-0.0182510297745466,0.992559994545628,0.9897129928453337,0.9694035126860704,0.9828585487622188,0.9630429016023822,0.0029691358295063,0.0040323280524476,0.0042818603387404,0.0038355012543042
ETTm1,96,2,last_layer,HyperConv,W1,0.3600664436817169,8.658623695373535,2.942553940945439,1.6232367753982544,0.3536047748552638,,,,,,,,,,,,,0.1442060187228417,,-0.0059193903580307,0.9807718165885664,0.9587688547524796,0.94012522700037,0.9571145804722352,0.9582373607321106,0.0028131992087172,-0.0073284960181499,-0.0065321102925715,-0.0040895606423685
ETTm1,96,3,per_layer,HyperConv,W1,0.3270463049411773,7.902689933776855,2.8111723415288603,1.5295612812042236,0.3209525666299931,0.0266209617257118,0.2276722490787506,0.1475450978353393,1.175490548300428,0.1337267287234042,0.6577755288279228,-0.452626329787234,0.5684495080219186,0.3494115380827129,0.0162547819881955,0.999999999,0.999999999,0.1218407507461956,,0.0100621106103062,0.9919558661861928,0.9919719060470444,0.9188662590112142,0.9613829545844282,0.9483049510257224,0.0083333389008911,-0.0070845561459835,0.0056319573079614,0.002770491061957
ETTm1,96,3,last_layer,HyperConv,W1,0.3560739159584045,8.545337677001953,2.9232409543179902,1.6082578897476196,0.3507256417694451,,,,,,,,,,,,,0.1115817952180375,,0.0043207663111388,0.9818313494883036,0.9689470012552392,0.9356020975081588,0.9583678630819484,0.957981436370552,0.0008551627144307,0.0020442100383416,5.8490262933576114e-05,0.0008534594706207
ETTm1,96,5,per_layer,HyperConv,W1,0.327288806438446,7.875955104827881,2.806413209922566,1.5249850749969482,0.3192741347709944,0.0524423830211162,0.244103655219078,0.1672573809321433,1.262338178825535,0.1541306515957446,0.6615794018904281,-1.4224567819148937,0.4619173888238103,0.4539468714113508,0.0191369482371567,0.999999999,0.999999999,0.0740003280670158,,-0.0144051034003496,0.9928951886990676,0.9937157252279036,0.9515171412498946,0.972965560408238,0.9670190915974942,0.0046520872511266,0.0038541246200361,-0.0256416531428744,-0.008558933669471
ETTm1,96,5,last_layer,HyperConv,W1,0.3635227382183075,8.691567420959473,2.9481464381810265,1.6220471858978271,0.3508723870529833,,,,,,,,,,,,,0.1069513566723226,,0.0063269860111176,0.97582583984347,0.9629029734944404,0.971867241956623,0.9705702534424256,0.969350191759212,0.0004674264592281,-0.0003722049972013,0.0057309028182643,0.0024833073398352
ETTm1,96,7,per_layer,HyperConv,W1,0.3302911520004272,7.965682029724121,2.8223539873169914,1.5359363555908203,0.3248819538279098,0.0386447608470916,0.2446739971637725,0.1764689681463525,1.177844330984257,0.1307762632978723,0.6578579692003453,-0.625,0.5434836497422039,0.2959835524824382,0.0181355634531321,0.999999999,0.999999999,0.0717077447980253,,-0.0174793768674135,0.9935896643724712,0.9909940605897556,0.9809316653944312,0.989058141854675,0.9796798078753188,-0.003859696202429,-0.0054878031928869,0.0025433828540205,-0.0015806928897957
ETTm1,96,7,last_layer,HyperConv,W1,0.3698418736457824,8.775367736816406,2.962324718327889,1.634945034980774,0.3699822538566968,,,,,,,,,,,,,0.0958425412183821,,0.0019160208757966,0.980988625943212,0.9742989023849112,0.9663295144754928,0.9728466753122036,0.9720027645325904,-0.0012596796808978,0.0035593761573785,-0.0007553288502347,0.000333343771751
ETTm1,96,11,per_layer,HyperConv,W1,0.3286603093147278,7.934021949768066,2.8167395956616343,1.5337196588516235,0.3186880849258333,-0.011866102926433,0.1084183752536773,0.1526009655664627,1.111220569408033,0.1572611923758865,0.6437430803918218,-1.0501994680851063,0.8522556801280544,0.5122805568494982,0.0183776828416489,0.999999999,0.999999999,0.1534108891074307,,-0.0068340995348989,0.9924443923559598,0.9914871376095822,0.980834833744551,0.9888366682125684,0.9798229488848884,-0.0111144698888357,-0.0052249270095146,-0.0016378940033762,-0.0053703536866899
ETTm1,96,11,last_layer,HyperConv,W1,0.365928053855896,8.730076789855957,2.9546703352245505,1.6286513805389404,0.3667157157970637,,,,,,,,,,,,,0.1311717463723689,,-0.0022403094917535,0.9828790237152067,0.975099982154077,0.9774954977402204,0.978538156840418,0.9774946403145508,0.0044511764652559,0.0007485098241632,-0.0049499545005776,-0.0006357844175563
ETTm1,96,13,per_layer,HyperConv,W1,0.3287215232849121,7.906424999237059,2.8118365882883487,1.5305664539337158,0.3196208195010319,0.0883987322449684,0.3407775461673736,0.1511196141662522,1.3636448166266262,0.1600315824468085,0.6770881957276942,-0.649185505319149,0.393698444137711,0.5315188955003269,0.0221043726402629,0.999999999,0.999999999,0.1047062943027851,,0.0239390470087528,0.9892582936910904,0.9913267878159904,0.9548635485148828,0.9749097770241596,0.9777636448243427,0.017486007712156,-0.0084937763595621,0.0070509057760238,0.005591025719037
ETTm1,96,13,last_layer,HyperConv,W1,0.3611912131309509,8.622700691223145,2.936443544702187,1.6159429550170898,0.3497770292471212,,,,,,,,,,,,,0.088246682711483,,-0.0002240811154479,0.9755501375938448,0.9706808552424108,0.9632406699170648,0.969163447642996,0.967965698228264,0.0023603555469753,0.0009030183816013,-0.0085127579423088,-0.0027159322813961
ETTm1,96,17,per_layer,HyperConv,W1,0.3307080864906311,7.980930328369141,2.825054039902448,1.5398142337799072,0.319769430472173,0.0771467164158821,0.2735878825187683,0.1579376265650962,1.286846990744147,0.173578789893617,0.6408759963216636,-0.8581283244680851,0.6475207243725724,0.3868115939497132,0.0161186189113213,0.999999999,0.999999999,0.0681006476627735,,0.0195397101342678,0.9915302643480478,0.9889281580943884,0.973625935565325,0.9837298522147968,0.9727325624296552,0.0037338591631875,-0.0050772733660254,-3.871133005802866e-05,-0.0004004231994071
ETTm1,96,17,last_layer,HyperConv,W1,0.3590184152126312,8.614705085754395,2.935081785190047,1.6140687465667725,0.3506432728206207,,,,,,,,,,,,,0.1244062569358494,,0.0207217205315828,0.98028904232745,0.9760265768085996,0.9748940440584152,0.9770114511975224,0.9754635037316648,-0.0032852994356949,0.0108174044608586,0.0209193449426357,0.0111174635540335
ETTm1,96,19,per_layer,HyperConv,W1,0.3276478052139282,7.906920433044434,2.8119246848101094,1.527546763420105,0.3200710243964385,0.0436485670506954,0.1865920424461364,0.1448761268167407,1.2617797756201012,0.1989278590425532,0.6371631713537833,-1.0969913563829787,0.7127495406075983,0.544004246496568,0.0245049584858415,0.999999999,0.999999999,0.1844991264304405,,0.0138513660058379,0.9926060878453722,0.9882960271709108,0.9782905805439308,0.9857904968658834,0.9757725402339982,-0.005795554939993,0.004852874397369,0.0008787892583256,0.0001072866699612
ETTm1,96,19,last_layer,HyperConv,W1,0.3677294254302978,8.854251861572266,2.975609494132633,1.6326957941055298,0.3636636351135366,,,,,,,,,,,,,0.0947911863852271,,-0.0048138508573174,0.979354388953765,0.9662248428434728,0.965365570980668,0.9698783671432756,0.9682511233872978,0.0009164731991904,-0.0006795846406151,-0.0042915997426042,-0.0017715745872374
ETTm1,96,23,per_layer,HyperConv,W1,0.3300727009773254,7.978045463562012,2.824543407979777,1.539813995361328,0.3214822292301241,-0.0027328117284923,0.1786169111728668,0.1549773290697356,1.1062968295486149,0.1437416888297872,0.6512171681263266,-0.7681183510638298,0.8496562226663449,0.3463625235798029,0.0139272199415236,0.999999999,0.999999999,0.0817902479785927,,0.0064097954891622,0.9941755573654072,0.9917018675885154,0.981166454897822,0.9897752478873226,0.9732563141093474,0.0047257684695363,0.0076121177622199,0.006800133006116,0.0064394530688372
ETTm1,96,23,last_layer,HyperConv,W1,0.3650883138179779,8.765934944152832,2.960732163528615,1.624797224998474,0.3634344807689976,,,,,,,,,,,,,0.1428434766657701,,-0.0088590709492564,0.9801594385599668,0.9709913829785264,0.9564934489019704,0.9674006811241788,0.96674761914468,-0.0054456130765773,-0.0024156150342401,-0.0095298410617525,-0.0063302827724132
ETTm1,192,42,per_layer,HyperConv,W1,0.3800274133682251,9.41889190673828,3.0690213271885685,1.6884047985076904,0.3343781747094971,-0.0519068017601966,0.1020345613360405,0.1674718774142359,1.06000322176479,0.1669186827956989,0.6427859659786359,-1.3805443548387095,0.7958784538813402,0.6382456817359472,0.0238217008065401,0.999999999,0.999999999,0.1929937529002245,,0.0264428593218326,0.982805178516329,0.98351845080471,0.9819389347899375,0.9836273921177294,0.9790884224113116,-0.0004897542616231,0.0015618412786151,0.0001027342625835,0.0003503395459621
ETTm1,192,42,last_layer,HyperConv,W1,0.4146465361118316,10.04448699951172,3.1693038667050715,1.7785587310791016,0.362970423507743,,,,,,,,,,,,,0.1556006711191949,,-0.0026230018120259,0.9758969676803392,0.9358050766373504,0.8807546257242119,0.923921083474092,0.9238026664235994,0.001479399900026,-0.0031150097099165,-0.0010645257418695,-0.0009235424064842
ETTm1,192,2,per_layer,HyperConv,W1,0.380410224199295,9.420340538024902,3.069257326785244,1.68927264213562,0.3356289926877877,-0.0210959948599338,0.0673050656914711,0.1843219725432684,1.0689944650161691,0.1584761424731182,0.6395614485003237,-0.912046370967742,0.7928942473115079,0.5831743118786142,0.0178860843398092,0.999999999,0.999999999,0.1565865459377411,,0.0319408699870109,0.979973807879418,0.9839845287320036,0.9746807895334488,0.9804367605585896,0.967748796684397,-0.0024917886591916,-0.0021961974890727,-0.0038225014678758,-0.0029776395285938
ETTm1,192,2,last_layer,HyperConv,W1,0.4105699360370636,9.984437942504885,3.15981612479348,1.7630250453948977,0.3674207782622351,,,,,,,,,,,,,0.0906718789994799,,0.0085555249825119,0.9677354104652152,0.9270665781889976,0.8471365344929215,0.9046701399736462,0.9044460570033668,0.0022346077874634,0.0009698567820932,-0.0014535525427946,0.0002926102158185
ETTm1,192,3,per_layer,HyperConv,W1,0.3813252449035644,9.460615158081056,3.075811300792208,1.6925666332244873,0.336529409381158,0.080406904220581,0.3112767934799194,0.1695018479297723,1.2381538293920258,0.1204217069892473,0.662772762048838,-0.9233030913978496,0.668046712142455,0.4229750729707333,0.0159949835681371,0.999999999,0.999999999,0.0659394005849377,,-0.0076227467507123,0.9864879192387174,0.9871409563966278,0.9273852179811992,0.963360631278634,0.9565065935949548,-0.000399575958971,-0.0066066367126133,-0.0017369085861624,-0.0027461644430937
ETTm1,192,3,last_layer,HyperConv,W1,0.4130999445915222,10.147324562072754,3.1854865502891005,1.7809993028640747,0.3716247898278181,,,,,,,,,,,,,0.1051153831489651,,0.0025214760098606,0.9775355344532974,0.9499768616780548,0.9594300994349914,0.9622126786139136,0.9614870612297696,0.0024108938234375,-0.0021839572708942,0.0029040564376603,0.0013094346311525
ETTm1,192,5,per_layer,HyperConv,W1,0.3796434104442596,9.430094718933104,3.070845928882318,1.6871391534805298,0.3360719730085196,0.0131254121661186,0.1689558178186416,0.1692804777887054,1.1790455473281485,0.1531838037634408,0.6424971467260139,-0.9314516129032258,0.7060670886945147,0.4952414301088936,0.0153396295666957,0.999999999,0.999999999,0.0983408358326748,,0.0043572480790317,0.9843696362344552,0.9861071612174872,0.9600969796361304,0.9722729671523472,0.9650335350438426,0.0056456817360974,-0.0053384183750865,0.0015062909870027,0.0007333428118614
ETTm1,192,5,last_layer,HyperConv,W1,0.4254587590694427,10.266905784606934,3.20420127092649,1.7872893810272217,0.3943158116722976,,,,,,,,,,,,,0.1296071518511992,,-0.0062501872889697,0.971817507809384,0.9378865657857194,0.9148912571555078,0.9377948142066136,0.937636860811664,-0.0002099214336094,0.0009920311067623,-0.0053671204223529,-0.0020767345601075
ETTm1,192,7,per_layer,HyperConv,W1,0.3838753700256347,9.54213809967041,3.0890351405690435,1.7015388011932373,0.3401673746739222,-0.0083067566156387,0.1576018333435058,0.171243247054561,1.097313758927167,0.150453629032258,0.6428157817325556,-0.6827956989247311,0.7227138163861168,0.388981427102016,0.0158666745842168,0.999999999,0.999999999,0.0983248880052,,-0.0229193307459354,0.9849810634887484,0.9859532567130922,0.9528334992385764,0.9724576658708524,0.9667489832275618,-0.0038746895251892,-0.0055519326697849,0.0001858011374624,-0.0026136915682229
ETTm1,192,7,last_layer,HyperConv,W1,0.4199527502059936,10.135284423828123,3.1835961464714906,1.7852703332901,0.3678749984481829,,,,,,,,,,,,,0.1233754446718526,,0.0071384157054126,0.9747811760745988,0.923153370820712,0.924624615882096,0.9386521772780484,0.9381806546617868,0.0023766708280209,0.0037701242312426,0.0086790977887884,0.0054758404978417
ETTm1,192,11,per_layer,HyperConv,W1,0.3801277577877044,9.434535026550291,3.071568821718031,1.6879714727401731,0.3350258985015039,0.0673155337572097,0.2432478070259094,0.1594402501709019,1.2596027150134286,0.1566280241935483,0.6598569611397553,-0.8608030913978495,0.5981286348318914,0.466153533820839,0.0124869838876885,0.999999999,0.999999999,0.1258108281067877,,-0.0213138237595558,0.9906260290229416,0.9898106725710788,0.9725218378434578,0.9834516608699816,0.974554638526928,0.0077787547728748,-0.0012617384044595,-0.0004550537363957,0.0016669816468061
ETTm1,192,11,last_layer,HyperConv,W1,0.4134010374546051,10.076460838317873,3.174344158770103,1.7706445455551147,0.3581077346308512,,,,,,,,,,,,,0.0903273456417494,,-0.0059839538298547,0.9831213736437564,0.9263046503708648,0.9305517567998466,0.9448821124025548,0.9441503562181636,0.00051053165184,-0.0012037195935108,-0.0023524512830348,-0.0012062471046351
ETTm1,192,13,per_layer,HyperConv,W1,0.3821187019348144,9.47232151031494,3.0777136823159723,1.69441020488739,0.3346514603742543,0.0588812567293643,0.2596390545368194,0.1529991690190799,1.2563373727188196,0.1685987903225806,0.6595363914598136,-0.5945900537634409,0.6412597588073511,0.5788795093514685,0.0220972867544839,0.999999999,0.999999999,0.1130661366173112,,0.0067894863896071,0.9817875997716312,0.9877564032620274,0.972742107087019,0.9820324089736392,0.9731587067874274,-0.0010571637712802,0.0049240490017501,0.0060010597515413,0.0036767071022234
ETTm1,192,13,last_layer,HyperConv,W1,0.4134386479854584,10.112110137939451,3.1799544238777155,1.777040958404541,0.3921262001518703,,,,,,,,,,,,,0.0772057198561167,,-0.003391045378521,0.9696548141035084,0.9248429494577652,0.9017013283613156,0.9278949484785878,0.9278595103779548,0.0011758047684966,0.0092421035689763,-0.0028239891827772,0.0017662641609448
ETTm1,192,17,per_layer,HyperConv,W1,0.382921040058136,9.48656940460205,3.0800275006243125,1.6954857110977173,0.3361194395343662,0.0987850427627563,0.2981384396553039,0.166489264684381,1.326068720487397,0.1678007392473118,0.635052540882465,-0.6511256720430108,0.6659871784717702,0.241107394959745,0.0135282019835146,0.999999999,0.999999999,0.0551348934795484,,-0.005474092438817,0.9869403854001422,0.984763355940644,0.9469611137352002,0.9695378765355274,0.960964236918692,-0.0033871723840502,0.0038066252365277,-0.0050556982806897,-0.0020468841624448
ETTm1,192,17,last_layer,HyperConv,W1,0.4113906621932983,9.96459674835205,3.1566749513296504,1.7700966596603394,0.3622397366395447,,,,,,,,,,,,,0.1485649591322025,,-0.0028944672085344,0.971976954437488,0.9460749093218936,0.953362439292794,0.9567490068354966,0.956525881862531,0.002192399795514,0.0030441768603686,-0.0038969429891689,-0.0001739536651059
ETTm1,192,19,per_layer,HyperConv,W1,0.3794454038143158,9.43254566192627,3.071244969377446,1.688713788986206,0.3335231062140084,0.014179753139615,0.1718456894159317,0.1437005339556662,1.1278455476864913,0.1643565188172043,0.6539661989204174,-1.0873655913978495,0.6466294970250459,0.3887259041014989,0.0188482925719449,0.999999999,0.999999999,0.1952154706126214,,0.0048874458298087,0.9870959001017556,0.9902134223630314,0.9730574863562276,0.9836194989115804,0.9735509349533736,0.0102643862581886,-0.0002985960448226,0.0051880479824905,0.0050708177677434
ETTm1,192,19,last_layer,HyperConv,W1,0.4136586785316467,9.949230194091797,3.1542400343175845,1.7720320224761963,0.3646710882642676,,,,,,,,,,,,,0.0803167677374514,,-0.0061730812303721,0.9677857202164744,0.922614910148711,0.8863807452109722,0.9198607465545852,0.92143361673434,-0.0027196429737104,-0.0042987291328598,-0.0037176491296123,-0.003598527371711
ETTm1,192,23,per_layer,HyperConv,W1,0.3797450661659241,9.438347816467283,3.072189417413465,1.6881128549575806,0.3366539910891705,0.0181203968822956,0.2176149040460586,0.1535460086428874,1.1502859377945642,0.1381048387096774,0.6566233905864817,-0.7911626344086021,0.7357669840799156,0.3550843609109463,0.0153503769287715,0.999999999,0.999999999,0.0960870215390782,,-0.0211114939302206,0.988435398926957,0.991385179595874,0.9796582088678784,0.9864088494481864,0.9769612452048804,0.0018911155576031,0.0112696357233007,-0.0050046195439149,0.0016153777042947
ETTm1,192,23,last_layer,HyperConv,W1,0.4203589856624603,10.10563850402832,3.178936693932158,1.7888522148132324,0.3838240742473378,,,,,,,,,,,,,0.108969809482015,,4.338191502029076e-05,0.976231337721484,0.9520517946722772,0.9526643058905476,0.9594034860628964,0.95909517401287,-0.0012384490454033,0.0042305533106785,-0.0011030582629795,0.000382147677373
ETTm1,336,42,per_layer,HyperConv,W1,0.4265357851982116,10.369478225708008,3.220167421999671,1.811306715011597,0.3490789650726559,-0.0876676365733146,0.0135105056688189,0.1902249423885812,1.0086877308475477,0.1641493055555555,0.6382786099345792,-1.01171875,0.999999999,0.6747673764349653,0.0209268898217565,0.999999999,0.999999999,0.1198277914246815,,0.0177930817008018,0.9870767077004516,0.9852041090397023,0.9547904075565709,0.9769493321210928,0.9447138398260968,-0.0032848962820989,-0.0002845993313794,0.0078222072893595,0.0023325186630174
ETTm1,336,42,last_layer,HyperConv,W1,0.456196665763855,10.894057273864746,3.3006146812169312,1.8852466344833367,0.3700899200127218,,,,,,,,,,,,,0.092471343024923,,-0.0017653430113568,0.9869824710369318,0.9842628143393736,0.968849401957271,0.9783984823037822,0.9782238918810632,8.054662953164677e-05,-0.0015377182024922,-0.0040608734913885,-0.0021567090885838
ETTm1,336,2,per_layer,HyperConv,W1,0.4263423979282379,10.34072494506836,3.215699759782987,1.8118150234222408,0.3478311705801297,-0.050978522747755,0.0165427308529615,0.1917330260747487,1.024756355358598,0.1615451388888888,0.6290960124487862,-0.6958333333333333,0.8628142127963712,0.6272227022105805,0.0188266925715556,0.999999999,0.999999999,0.1566802093946685,,0.0032343294005841,0.988082443347642,0.988969508337113,0.967470773662154,0.982646002273718,0.951641657609405,-0.0093286616573929,0.0024368134704941,-0.0009559632792344,-0.0023787980302144
ETTm1,336,2,last_layer,HyperConv,W1,0.4668276309967041,10.885353088378906,3.299295847355752,1.898138165473938,0.3681705859117938,,,,,,,,,,,,,0.0852784947015721,,0.0006328984163701,0.983807412601127,0.974644811322894,0.9563124489481508,0.9698672034458156,0.9697845766795902,0.0078556982611905,-0.0111281601542981,-0.0075321912292453,-0.0041630710677073
ETTm1,336,3,per_layer,HyperConv,W1,0.4287980496883392,10.4263277053833,3.2289824566546192,1.8187859058380127,0.3532794141401971,-0.0448639132082462,0.0527716726064682,0.1807791169744053,1.0287392549371968,0.1548177083333333,0.6445937023874646,-0.7834201388888888,0.8973686490517612,0.5579296638563281,0.0181210551714682,0.999999999,0.999999999,0.1032353691575708,,-0.0050310995429754,0.990858025825616,0.990878360529712,0.9737726152833416,0.9864709105736994,0.964339738068146,0.0074154708673918,-0.002228062391685,-0.0023956482235447,0.0004554103258256
ETTm1,336,3,last_layer,HyperConv,W1,0.4514696300029754,10.80101203918457,3.286489318282439,1.876747488975525,0.370587401102548,,,,,,,,,,,,,0.0666136283022596,,-0.0108862044289708,0.9865962073587689,0.9695737408701712,0.9183538678388226,0.9532694235506356,0.9506685422919938,-0.0024105352562205,-0.0077319478955462,-0.0343694534061541,-0.0176276180745708
ETTm1,336,5,per_layer,HyperConv,W1,0.4272351562976837,10.396821975708008,3.224410329922048,1.8140019178390503,0.3505360485379853,-0.0895050391554832,-0.0142851192504167,0.2124023923453945,0.9592847178224474,0.1546440972222222,0.6367934318480196,-0.7348090277777778,0.9792688440889156,0.8059629425547545,0.0190889126534173,0.999999999,0.999999999,0.1268221812130118,,-0.0064709112048149,0.9898815354359922,0.9915784259451972,0.9628958483811324,0.981529053296979,0.9571290062659868,-0.0132115699844524,-0.0164691210698447,0.0028096642554561,-0.0072760556203179
ETTm1,336,5,last_layer,HyperConv,W1,0.4685758054256439,10.98051929473877,3.313686662124041,1.905622482299805,0.3785337281623029,,,,,,,,,,,,,0.1329292162364405,,0.0005885824211873,0.978205832803558,0.970746456128004,0.9423618076287958,0.960578458590832,0.9615570239302652,0.004619767403355,0.006705648509337,-0.0090037379138939,-0.0006229117023282
